Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Franklin School 121-21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Franklin School 121-21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Franklin School 121-21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,1634,Johnson House 121 23
Trump and Pence,Republican Party,Presidential Electors for,Stratford,304,Johnson House 121 23
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,22,Johnson House 121 23
Stein and Baraka,Green Party,Presidential Electors for,Stratford,32,Johnson House 121 23
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,1,Johnson House 121 23
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Smith and White,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Johnson House 121 23
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,151,Johnson House 121-21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,71,Johnson House 121-21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,5,Johnson House 121-21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,3,Johnson House 121-21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Johnson House 121-21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,296,Lordship Elementary School 120 21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,181,Lordship Elementary School 120 21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,19,Lordship Elementary School 120 21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,6,Lordship Elementary School 120 21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 120 21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,1126,Lordship Elementary School 121 21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,1129,Lordship Elementary School 121 21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,67,Lordship Elementary School 121 21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,33,Lordship Elementary School 121 21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,25,Lordship Elementary School 121 21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Lordship Elementary School 121 21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,211,Nichols School 120-21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,184,Nichols School 120-21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,3,Nichols School 120-21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,12,Nichols School 120-21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,1,Nichols School 120-21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Nichols School 120-21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,1018,Nichols School 121 21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,580,Nichols School 121 21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,20,Nichols School 121 21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,30,Nichols School 121 21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Nichols School 121 21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,1154,Second Hill Lane 120 21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,1216,Second Hill Lane 120 21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,60,Second Hill Lane 120 21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,51,Second Hill Lane 120 21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,1,Second Hill Lane 120 21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Second Hill Lane 120 21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,814,Stratford High School 120 21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,586,Stratford High School 120 21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,39,Stratford High School 120 21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,26,Stratford High School 120 21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Stratford High School 120 21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,39,Stratford High School 121 23
Trump and Pence,Republican Party,Presidential Electors for,Stratford,17,Stratford High School 121 23
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,0,Stratford High School 121 23
Stein and Baraka,Green Party,Presidential Electors for,Stratford,0,Stratford High School 121 23
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Smith and White,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121 23
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,567,Stratford High School 121-21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,359,Stratford High School 121-21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,19,Stratford High School 121-21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,16,Stratford High School 121-21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Stratford High School 121-21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,1308,Wilcoxson School 120 21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,1268,Wilcoxson School 120 21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,70,Wilcoxson School 120 21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,40,Wilcoxson School 120 21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,2,Wilcoxson School 120 21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Wilcoxson School 120 21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,1039,Wooster Middle School 120 21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,954,Wooster Middle School 120 21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,61,Wooster Middle School 120 21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,24,Wooster Middle School 120 21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,1,Wooster Middle School 120 21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,10,Wooster Middle School 120 21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 120 21
Clinton and Kaine,Democratic Party,Presidential Electors for,Stratford,305,Wooster Middle School 121-21
Trump and Pence,Republican Party,Presidential Electors for,Stratford,228,Wooster Middle School 121-21
Johnson and Weld,Libertarian Party,Presidential Electors for,Stratford,18,Wooster Middle School 121-21
Stein and Baraka,Green Party,Presidential Electors for,Stratford,7,Wooster Middle School 121-21
Basiago and Kinnison,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Blumenthal and Blair,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Buchanan and Washington,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Castle and Bradley,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Cooper and Meyer,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Cummings and Romanoff,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Deame and Long,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
De La Fuente and Steinberg,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Evans and Fitch,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Fox and Kushner,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Hoefling and Schulin,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Klojzy Jr. and LeMay,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Kotlikoff and Leamer,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
La Riva and Puryear,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Maldonado and Terranova,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
McMullin and Johnson,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Schoenke and Mitchell Jr.,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Skewes and Lacy,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Smith and White,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Wu and Wu,Write-In,Presidential Electors for,Stratford,0,Wooster Middle School 121-21
Clinton and Kaine,Democratic Party,Presidential Electors for,Suffield,3334,Suffield Middle School
Trump and Pence,Republican Party,Presidential Electors for,Suffield,3789,Suffield Middle School
Johnson and Weld,Libertarian Party,Presidential Electors for,Suffield,307,Suffield Middle School
Stein and Baraka,Green Party,Presidential Electors for,Suffield,111,Suffield Middle School
Basiago and Kinnison,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Blumenthal and Blair,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Buchanan and Washington,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
Castle and Bradley,Write-In,Presidential Electors for,Suffield,0,Suffield Middle School
